752,Standard of hotel was good and staff helpful..Food was very plentiful with wide  buffet starts and deserts made for a wide choice. the hotel would not server tap water so we had to buy bottled water (glass ) which has a carbon footprint and is expensive 
464,The price of the holiday was excellent but the accommodation on arrival we were given a room where in the bathroom we found a pool of water. Their response was in the morning to put down towels not very efficient and finally after 5 days of our holidays 
396,Hotel was really good. They were doing building works which was annoying
850,The staff were very friendly helping us at the hotel and understanding our special requirements  the booked us front seat on the coaches and good advice on the area. The hotel said it was due for a renovation before we booked and would be completed when 
154,You could get the hotel to put in soundproof windows so we aren't woke up by a load of fat people doing aerobics in a pool to terrible music and an annoying instructor Bar open later than 12 Apart from that it was great
190,Powdered fruit drink machines at a 4 starhotel. Tiny shower with silly doors. Spa and pool closing by 18.30. No light on balcony. Wifi too many times you had to sign in.
409,The staff were very friendly at the hotel. We like booking through Tui as the transfers are included and it is a brand that we both trust. The hotel was very clean and the staff kept the hotel very clean. There was something for everybody at the hotel fr
636,TUI complaint – Cyprus  booking reference 0038/71636  reference 7879996 Booked the holiday with TUI Burton on Trent  requested high floor and cot. Arrived at the hotel early hours of 21st September. Was given room on the first floor  took the lift (no of
467,Fabulous hotel and staff. Nothing was too much trouble.
524,The only thing that could of been better would be more staff at the entrance of the dining room's. Lots of people would rush in with children and not bother to sanitize their hands. Some of the guests would spoon the chocolate fountain in to their big fa
54,Hotel pool was freezing so couldn't even swim in it we complained about it but got told there was nothing they could do  also the air conditioning was switched to winter mode so the rooms were so hot and couldn't sleep at night when it was 28 degrees out
130,Nice hotel
538,We had a really lovely holiday staff were very friendly lovely food nice clean areas .the rooms we had need to be updated but they were satisfactory clean and towels changed every day good choice of food and drinks .liked that sun beds couldn’t be reserv
289,Every thing was good. Hotel food. Rooms one of the best hotels I've stoo
644,Lovely accomodation but resort was disapointing as there were very few restsurants. Apartment staff were very friendly and helpful. Only complaint was that we were not able to get a late chevk out room when we had a late flight back to UK. We were happy 
589,we had a great holiday. Food  in particular  was the best we have experienced in an all inclusive hotel. Check in was by far the easiest and I was very pleased to see a hotel that was able to accommodate guests with all abilities. I not been to a hotel b
210,The hotel
781,The care taken at both airports was great as we had assisted for one of are party in Tenerife they were absolutely brilliant letting us book in early and depositing the luggage the hotel was clean only had one problem internet very poor the staff very he
72,Good hotel but location was much further from Limassol than we had anticipated and transfers were much longer than suggested
102,Very professional. Easy and quick booking. Got a private taxi transfer without requesting it which was great! Didn’t have to pay extra to book seats on plane. Our room when we arrived was dark and dingy as it was on the bottom floor along a long dark cor
149,Excellent hotel
573,Hotel not to normal standard for rating
160,We really enjoyed this hotel it’s was very relaxing . Hotel in good spot we enjoyed the beach pool . Food was good plenty of choice for breakfast and it was really clean they nevered stoped cleaning all the staff were really friendly even the cooks spoke
608,Our seats were booked altogether which put my mind at ease on check in  having 3 young children. I have also left a detailed review with the hotel directly.
560,The hotel is good  but the food could be better! The location is beautiful clean and well maintained. The view from the hotel is stunning! The biggest downside is the local bus service! Why can’t they get a bus stop nearer the hotel and nearer the bulk o
362,Positives: hotel  location  VFM Could be improved: Info re rental car  2nd room key  no charge for hotel extras  interaction with rep
689,flights were on time outward and return the hotel was everything and more than we were told to expect The area and all facilities in the hotel were perfect
314,The hotel has gone down in standard and needs a refurb. We had to have the water/bath fixed 3 days and it still wasn’t great. It was our honeymoon so did spoil it a little. The staff was great  friendly and attentive. The tui staff we only saw once throu
371,Everything was fine except bath layout. The way it was  not practical. Hooks for towels fitted in front of toilet. Water spread s out when you take shower.There is nothing to hang your clothes & towels near shower
52,No rep in the resort. Initially given a very substandard room. After complaining given a slightly better room. Arrived in hotel at 2:30  food finished at 2 so no option to eat. Took 2 days to find the all inclusive restaurant  so ate out. When we found t
451,Lovely hotel  lovely staff.
159,The flights both there and back were great  both on time. The transfers were easy and didn't take too long. The hotel was nice but it could have been better in some aspects. The area was really nice. We would go back to the area but not to hte hotel.
139,Lovely people at this hotel so kind and helpful   the trip to Ithaca was excellent. BUT you did not tell me that I would have to pay almost 100 euros to have the air conditioning on and it was HOT  the fridge turned on and the security box accessed. I wa
734,Majorca was beautiful lovely beach nice bars and restaurants and a really chilled out place to visit but our balcony was on the main strip so did not get much sleep as really noisy with traffic and no air com and tho we had to get a fan from reception it
936,Rooms clean and spacious Food plentiful and varied Staff efficient and friendly.
904,The hotel and staff was very good food was very good and had a wide selection for family's thought the standard was exelent could not fault anything staff were very helpful on things you want like were to get extra towels and rooms cleaned to a high stan
648,We stayed at Port Benidorm hotel in Benidorm. The hotel room and amenities were good  as was the service and cleaning. Food repetition however was the one downfall. Breakfast was reasonably good standard apart from having no decent jams. It was all in ti
374,Fantastic experience. The staff were friendly and always helpful. The complex was beautiful and spotlessly clean.
862,All the holiday went well  the only improvement needed is the wasp situation. Steps were being taken but it was very unnerving trying to get drinks from the outside bars and drinking/eating at sun beds. Especially when you have small children. Everything
389,Exact description of hotel and surrounding area. Local rep.
695,The whole holiday was excellent  the flight  the hotel accommodation  the food was probably the best yet. The only things that caused a bit of concern was the confusing lift system. Many people were rambling around trying to get to their rooms but it too
110,The hotel was nice but was let down by the food. The food was blend and you were not encouraged to ask for food to be enhanced Staff were good and friendly helpful Enjoyed the facilities at the hotel
881,Hotel staff were fantastic  customer service excellent. Initially we had a double bed  for my daughter and I. (She is 22  and we didn’t want to share a bed and had booked 2 single beds)This was changed the next morning and we received a free bar and a ke
95,It w as a lovely relaxing holiday and all the hotel staff were amazing
740,The hotel was cleanless. And nobody was cleaning the room. There was a lot of dirt of somebody who was leaving before. Flight was awful  because plane seats was to small. But holidays was good
350,1) The plane was a big surprise. It was not a new model. All was old and not comfortable I paid extra £ 40/ per person (Total extra £80) for a large room and I had ordinary seat. 2)In the evenings  the hotel was boring. The entire program was adapted to 
947,Very pleased with hotel  felt food could have been kept hotter  one microwave was there but was not always easy to get to because of placement; staff friendly  lovely holiday
745,More detailed map of area around hotel and transport times to be issued at Welcome Meeting.
905,Poor food /accommodation Hotel did not represent the brochures
96,All was good apartment was amazing pool alittle small but great for the time of year we went food was pleasant not much choice but this is good as too much choice makes hoj greedy and wastful staff were excellent from reception and bar staff and maids en
819,The dining options were fantastic food excellent  waiter service also was very good. Escorted to your table with option of dining with others or table for two. Cabins and balconies of a good size and well equipped  on deck 9 Andrew and his housekeepers w
736,Hotel was very clean  food albeing buffet style was excellent chefs always checking & replenishing when just half empty also good variety. Staff in dining areas friendly & helpful. Would go again to the Tababie Princess
682,The choice of food was excellent  but would have felt less like a canteen if they had used table cloths of an evening.
420,Everything it was perfect in this holiday. It was a very small thing that I didn’t enjoy  which was the hotel room that had a bad smell all the time. But because I was in 5 excursions  so I was most of the time away  didn’t affect me very much.
508,We had a great holiday  great weather and a fantastic hotel been to this hotel before and will go again
864,The hotel was very good food and drink were excellent
471,I wish to raise a complaint . 1. TUI representatives at the Airport were more occupied with their make up and chatting than with customers. 2. The Karbel Hotel was terrible. We arrived at the room & there was faeces spots on the sheets  blood on the cove
768,Hotel was exactly as advertised  could have been the room in the photo. Standard of buffet food was not great but that is to be expected. TUI entertainment staff were excellent  loads to do for kids  always something going on  kept the adults amused too.
118,I woudl recommend tui/first choice but not the hotel we stayed at
320,The hotel parco del sole is rated as 4 star which we find very hard to believe given our experience there. The food is not of a great quality  tinned fruit and veg  and not a great selection. The hotel is very dated  riddled with ants  rooms damp  air co
818,The hotel was great  free air conditioning and safe in room. The food was fabulous  lots of choice. My only negative is that diet drinks weren’t served in the main restaurants although they were available at the beach and by the pool. As I am a diabetic 
257,The transitions provided were smooth (buses etc) and times were clearly explained on the notice board. However the hotel didn’t quite live up to expectations and the trips offered were a rip-off. We found much cheaper prices for the same trips independen
510,We loved our holiday  hotel was great staff very friendly and efficient. Great location.
83,Fantastic holiday. Easily booked online using TUI website for a very good deal. Transfers ran smoothly. Hotel was absolutely brilliant. Great facilities  attentive staff and excellent activities organised by the hotel. We were half board and as I am a ve
596,Length of transfer was much to long. Larger beer glasses. Had a great holiday food was great and lovely and hot. it was varied plenty of choice. Lovely room. Very clean.
882,The reps in resort were so friendly and helpful and the staff at the hotel were too! Our room was exactly as described when booking and the resort was beautiful! We were very happy with the whole holiday including the flights transfers and hotel. The cho
291,It would be nice to have up date photos of the hotel. As one of the reason we booked here was the gym. Which is nothing like in the photos
486,Everything was 10/10 apart from the rubbish and debris between the hotel and beach. For a protected turtle nesting ground this is very dissapointing rspecially as we had a tui show concerning how we all need to do more in view of the problem. You just ca
359,lovey clean accommodation
948,Location and hotel were really good  the hotel food was good although the buffet format felt a bit repetitive towards the end of the week (more individual restaurant options would be good) and we didn’t find the entertainment particularly enjoyable and t
132,Lovely holiday  very well organised. Hotel was lovely  however we wouldn’t say it was 5* premium as advertised. Flight was pleasant however the level of cleanliness was disappointing- crumbs  used tosses etc upon boarding the plane. Overall we had a wond
708,Had a fab time couldn’t fault the hotel  food service and staff were brilliant. Very helpful.
66,The consistency of the staff   some were extremely friendly and helpful some were absolutely rude. The holiday started with the most rudest man taking our luggage to our room not a good first impression. It’s a shame because the actual hotel was fantasti
55,The booking system for the a la carte meal was not ideal and this did in fact cause us to miss the opportunity to sample the restaurant meal -we were both disappointed even though the hotel concierge was helpful.A system better than a screen would be pro
565,Cabin was superb and the cabin steward really looked after it food and drinks were very good and the entertainment in the broadwsy lounge was superb.The ports visited were exeptional and the scenery was locely .Staff were very polite and couldnt do enoug
414,Many positives. The location of the hotel was excellent with great beach and shops very very near by. The hotel team were excellent and were able to help with all our enquiries. Great smiles and always greeted you. The food was excellent and of a high st
592,We loved the experience from start to finish. The reps  transfers and hotel exceeded our expectations. We did not read enough about the hotel before hand but were pleasantly surprised to see that it was a large family hotel which was perfectly matched fo
59,Good food  great service  enjoyable entertainment. Only negative was the cabin location. We were in 6222 which was at the extreme stern and so over the propellers  which meant it was noisy and vibrated a lot. There should be a graduating cabin cost so th
82,I stayed at the Nissaki Beach Hotel  Corfu  and the only facility I would recommend is that the hotel has a better shop. Whilst staying at this hotel I craved for chocolate but was disappointed that the nearest shop was a good 50 minutes walk away. Apart
599,Everything about the holiday was excellent and we would certainly use first choice again and return to the same resort again. All staff at first choice and at the hotel were excellent and made the holiday a special one for us both. The only downside was 
153,Staff were all very friendly and obliging. Cabin was kept clean. Food was good and always available when back late to ship. We liked sitting with different people each evening in the restaurant. Maps of destinations were not very clear. It would be good 
401,From start to finish we had no trouble with anything. The flight was on schedule and transfer smooth. The only thing I could criticise was the air conditioning in the room this wasn't very good but apart from that I could not fault the hotel or staff
690,Rooms were lovely  but cleaning could have been better. Food was plentiful but not always warm. By the end of the week i struggled to have something different. Drinks were plentiful and the entertainment team were excellent providing entertainment for bo
822,This was our sixth visit with you to the Barcelo Isla Canela. The hotel realised this and we were given a superior room which was a lovely gesture. Your rep Heather was a sweet girl and we thoroughly enjoyed speaking with her. The hotel continues to plea
522,Not at all happy with TUI resort rep. We asked for an upgrade in room  and offered to pay for such  we then requested a change of hotel  again offered to pay for such  within exiting hotel group. - both requests refused  with Rep stating this was hotel c
161,Location   Croatia and the Rabac area was beautiful. The hotel was the perfect balance of luxury and family friendly. Staff in resort and hotel were amazing with the children and our food allergies. Baby club staff were lovely too
53,The transport  including transfers  were comfortable and on time. The hotel was nice although the beach was slightly disappointing. There were plenty of sunbeds and the rule to keep them free before 10am worked really well. There were a large number of f
229,More choice of cocktails would have been good. Hotel perhaps slightly tired in places. But overall pretty much as expected.
172,The flight was good and the hotel was very nice and food was nice only down fall was they allowed people to put towels on sunbeds early in the morning and some people never used them all day i dont think this is fair on people that could not use the sunb
234,Some of the aspects of the hotel  should of been better  towels only changed twice  th shower gel wasn’t changed all week. Food quality was ok  overall was great value for money so happy
673,Great hotel  lovely food and all staff friendly.
259,Good holiday. Reps bit disorganised on landing directing to transfer (privately paid). Also would of liked more detail and advice on rooms at hotel as due to lack of info had to upgrade which cost extra. Small things really overall very good.
484,The transfer from the hotel was smooth and the reps came onto the bus to let us know what was happening. The reps onsite were easy to find should you have a problem as they were situated in the hotel foyer and the welcome meeting very informative
74,The holiday run smoothly from start to finish from the flight to the accommodation which was an accurate description from your web site. Smooth transfers to hotel and lovely greeting when we arrived at our hotel.
203,Reps were fine always on hand to answer questions made themselves known to all. Very knowledgeable of the area and resort. Andrew and Emily obviously loved what they do. It was the hotel that let is down . Tired and dated in parts Was just the hotel
868,The hotel was over rated. The food was not 5 star. The staff were mostly pleasant but the restaurant booking experience was not acceptable. We decided to eat out because of this which meant our all inclusive experience wasn't 100 percent. Regarding our r
468,Nice hotel for a total relax and unwind holiday. Buffet food caters for all tastes. Hotel entertainment a bit dull of an evening but only real let down for us was that there was nowhere to walk to for a stroll as it us remote.
916,Our holiday was great the food was lovely the hotel was clean and tidy and very nice and the hotel staff were very friendly and welcoming. I would definitely go back to the hotel. The flights were great and again the staff were friendly and nice. Overall
7,We were very disappointed with the service we received from most of the pool bar staff. We felt we were treated with contempt. Guests who did not have a blue wrist band (all inclusive guests were given a blue wrist band) were prioritised  and we were oft
580,Everything was ideal and made the holiday run smooth. From flights to connecting with transportation  lovely clean and modern hotel and friendly nd staff.
31,The hotel itself was very good as it always is. The transfers in and out were a nightmare. This started with poor organisation as to where to go. On the way home the bus dropped everyone nearly half a mile away from the terminal and left everyone to unlo
309,Hotel and service exceeded expectations
533,Overall acceptable holiday let down by an issue we had with the some other guest that where threatened us with violence and held us hostage in our room after we complained about the noise level of them screaming and shouting at all hours of the night. Th
633,Main positive points: flights departed on time  transfer was smooth and very well coordinated on all ends. Hotel was clean and exactly what I expected with great food and a great pool  as well as good walking distance to nearby beaches. Only downside was
43,Positives On arrival we were upgraded to a 3 bed villa with a swim up pool  Ground and pools were really good All the food was excellent Negatives The telephone booking system was a failure  we only managed to book 2 a la cart restaurants in a 14 day hol
645,Hotel moved us to a different hotel. We had no local contact to sort it out. We emailed but took days to get a reply - we had sorted it out ourselves by then. We were advised that the rep would come and see our room but never showed up. We were disappoin
297,Very disappointed with TUI. Our hotel was advertised as on a beautiful Caribbean beach however we weren't informed that the beach was unusable due to the extreme seaweed problem in the area. We were miss-sold this hotel by TUI.
28,The hotel was amazing but the flight was possibly the most uncomfortable i have ever experienced
521,The hotel was perfectly set up of children which is what we wanted for our 3 year old boy. Both the big pool and splash pool with slides were great. The staff at the kids club were generally really good although we had one experience where we had to talk
338,Flight on time   hotel   staff very helpfully  room clean   large bed comfortable and nice view from balcony. Plenty of food choose. Two Tui reps knowledgeable Of island and trips.
151,Very happy with flights out and back on British Airways. A couple of issues with Hotel Hovima  no assistants at hotel to help with luggage and no shelf in walk-in shower for toiletries.
444,Staff were always helpful and smiling. Quality and variety of food in the buffet restaurant was excellent. The hotel was so clean at all times. Kids club - the staff so friendly and kind  our 6 year old really enjoyed the activities. Entertainment was go
724,Hi  the holiday in Gran Canaria was brilliant. This was our third visit to the Baobab resort  and it was very relaxing. The weather was great. The food at the hotel was superb  I think it was actually better than last year  and some of the chefs were rea
331,Improvements to be made:- 1. Reps very unhelpful. Only spoke to you if you spoke first. Didn't mix with clients at all. 2. Reception staff in hotel  very unhelpful. When reporting a problem with the shower  told 'Thats how it is  they are all like that^ 
915,The food was wonderful and so was the room. Staff were great too. Always kind and helpful. Everything looked clean and well presented in the hotel  so it was a great holiday. The delays on flight going out to Cyprus were the only disappointment.
796,The hotel was clean and staff friendly. What spoilt the holiday was the food was always cold. The water in the urn for making tea never hot enough. At the welcome meeting we told the rep Anika  but nothing changed all week. One morning there wasn’t any c
67,Every thing was perfect  the hotel the staff could not do enough for you .food at the hotel was great  our flights there and back was excellent
972,Was all brilliant hotel was amazing
103,Very pleased with the holiday overall. Flight was okay but very pushy for sales. Never been a fan of having to pay to sit together so would be a negative from me. Accommodation was basic but clean and also kept very clean each day by the staff. Resort  w
386,Lovely holiday no problems great hotel
387,Issues with the website not working probably resulted in difficulty booking. Hotel was amazing! The photos didn’t do the hotel justice
146,Lovely apartment and facilities  very clean. Breakfast was poor not offering what we wanted. Flights on time.
231,1/ The flights were poor. Cabins were cramped and they ran out of hot food. 2/ The hotel staff were great  But in the mornings they were more intent on clearing than looking after you at breakfast and lunch. Getting a drink or cutlery was very slow.
233,Hotel as excellent as ever - this was our 7th visit. Impressed that some staff from the 1990's are still there and that they have now introduced more Greek dishes. Transfers very well handled  except one case left behind at hotel on return journey. but T
470,Excellent experience from start to finish  from the TUI reps to each individual member of staff at the hotel. Holiday from the very beginning was well organised and the Sensatori hotel was exceptional although the photos on the website do not do it justi
201,Absolutely had a fabulous time at the hotel food entertainment and the staff were absolutely fantastic.so friendly helpful nothing was to much trouble for them.
539,We have just come home from our holiday at the holiday village turkey   it was our first time there and we were very impressed with the hotel it was always clean and tidy the staff were all very friendly and approachable they always spoke to us and the c
512,We were held up for over an hour once we had boarded the plane on the grounds that there was fog at our destination airport   surely that information was available so we could have stayed in the airport in less cramped conditions  not a good start...…..
32,Lovely hotel  food and weather
372,The travel arrangements were good flying from Norwich. We found the Hotel and Staff very good. There was an excellent choice of food in whichever Restaurant we chose to visit. However we were very disappointed that the No Shorts rule was not enforced in 
520,We had an amazing time. The trip itself was smoothly organised  all the staff we dealt with were kind  professional and helpful. The hotel was beautiful  there was amazing food and activities available and would highly recommend it to either couples or f
411,Flight was fine both ways. Hotel was ok  a little bit dasappointing at first  staff were all friendly it was more that we were unable to use the facilities at the Protur Safari Hotel whilst our child was over there in Kids club  we were under the impress
760,On arrival  we were asked to pay a tourist tax before we could register for our room. The website does not mention this. We were extremely disappointed that the complex catered for the overwhelming number of Italian guests. Nowhere on the website does it
324,Superb resort all round. Breakfast served later into the day and the lobby bar opening earlier would be our only suggestions! Staff were excellent and very knowledgeable of the area!
812,Hotel and Food was very good. The staff were very friendly. We had a lovely holiday. Thank you.
97,Hotel kitchenette only had a kettle and fridge would have liked toaster and at least one cooking ring
967,From the moment my Wife and I visited the TUI Travel agent in Carlisle to returning home after the holiday we were absolutely delighted with the staff in TUI and the Hotel staff. They were so professional. The advice they gave us was detailed  very helpf
413,Alice and Terrell were very good at organising activities and keeping everyone informed of events taking place during the day and at night. They bothy made a point of chatting to everyone and created a very inclusive atmosphere. They had activities for a
342,Hotel food could have been better
894,We had a very good holiday the hotel was wonderful. The flight it was awful going and coming home staff hardly spoke the flight going out was 40 minutes late due to the delay in cleaning of the toilets  sorry I can answer that question as we were not all
547,The hotel we stayed in was in my opinion not up to the usual first choice standard by any means. Sadly we never saw the first choice rep only the kids club reps during our stay
71,Food wasn’t very good not much selection Hotel lovely & clean lots of staff to serve food & drinks & help with anything Lovely pools & surroundings holiday reps were very helpful & always there to answer any questions
786,Luggage allowance only 15kg. Jet 2 22kg. Tui 1 check in desk at Reus airport Jet 2 5 check in desks. Hotel H10 Princess rooms were not up to usual 4T standard. They were due a revamp as they were looking very worn. Breakfast cereal choice very limited  a
440,Hotel absolutely great. Your marketing of the A la carte? Not a big difference to anybody else stopping at the hotel! It was the hotel that made the holiday. Not worth the extra money you mark up
460,Hotel die congressi was fabulous. Staff there very helpful. Lovely big room and balcony. Husband coeliac and they accommodated his gluten free diet brilliantly. Actual area Castlemare di Stabia bit of a dump but railway station well placed for travel to 
205,Was cept  awake  all night on ship banging  nose  in cabin roof  for 3 nights  room 2039 had man out on Saturday night had no sleep 3 nights
816,I felt the customer service was good we were well looked after from the start to end of our holiday. Any issues I experienced were dealt with efficiently with clarity. What would have made our holiday is the accommodation  the shower huck was broken  fan
243,The flight out had no entertainment  not even a screen showing where we were geographically and couldn’t hear the captain speaking. The hotel was extremely clean and the staff welcoming and friendly. The food was well varied every meal time even when we 
